Test: MTS
Test Run: 123_ 13
Date: 13/03/2017 15:51:57


Crosshead 	Load 	Time 	Video Time 	Axial Strain 	Transverse 
0,45150492223911	34,45330078125	5,42799997329712	8,41110038757324	0,0011170000070706	-0,000291562988422811
0,453049142379314	34,5269609375	5,44799995422363	8,41110038757324	0,0011170000070706	-0,000291562988422811
0,454526249086484	34,59341796875	5,46799993515015	8,41110038757324	0,0011170000070706	-0,000291562988422811
0,456020119599998	34,66084375	5,48799991607666	8,41110038757324	0,0011170000070706	-0,000291562988422811
0,457597954664379	34,72794140625	5,50799989700317	8,46990013122559	0,00117317005060613	-0,000300254003377631
0,459209317341447	34,805109375	5,52799987792969	8,46990013122559	0,00117317005060613	-0,000300254003377631
0,460871029645205	34,8805234375	5,5479998588562	8,46990013122559	0,00117317005060613	-0,000300254003377631
0,462583120679483	34,96253125	5,56799983978271	8,52869987487793	0,00117559998761863	-0,000309961003949866
0,464362383354455	35,047484375	5,58799982070923	8,52869987487793	0,00117559998761863	-0,000309961003949866
0,46610803110525	35,129453125	5,60799980163574	8,52869987487793	0,00117559998761863	-0,000309961003949866
0,467853707959875	35,21166796875	5,62799978256226	8,52869987487793	0,00117559998761863	-0,000309961003949866
0,46959932660684	35,27941796875	5,64799976348877	8,5875997543335	0,00116963998880237	-0,000306069006910548
0,471412145998329	35,3532578125	5,66800022125244	8,5875997543335	0,00116963998880237	-0,000306069006910548
0,473191379569471	35,427265625	5,68800020217896	8,5875997543335	0,00116963998880237	-0,000306069006910548
0,474903470603749	35,4927578125	5,70800018310547	8,64640045166016	0,00117748999036849	-0,000297736987704411
0,476615561638027	35,56054296875	5,72800016403198	8,64640045166016	0,00117748999036849	-0,000297736987704411
0,478294066851959	35,62043359375	5,7480001449585	8,64640045166016	0,00117748999036849	-0,000297736987704411
0,479939015349373	35,673671875	5,76800012588501	8,64640045166016	0,00117748999036849	-0,000297736987704411
0,481600756756961	35,73828125	5,78800010681152	8,76410007476807	0,0012042400194332	-0,000307139998767525
0,48331284779124	35,80142578125	5,80800008773804	8,76410007476807	0,0012042400194332	-0,000307139998767525
0,485058524645865	35,86341015625	5,82800006866455	8,76410007476807	0,0012042400194332	-0,000307139998767525
0,48675382276997	35,9278046875	5,84800004959106	8,82279968261719	0,00125494005624205	-0,0003042760072276
0,488382007461041	35,984234375	5,86800003051758	8,82279968261719	0,00125494005624205	-0,0003042760072276
0,489976606331766	36,040046875	5,88800001144409	8,82279968261719	0,00125494005624205	-0,0003042760072276
0,491554383188486	36,09112890625	5,90799999237061	8,82279968261719	0,00125494005624205	-0,0003042760072276
0,493132218252867	36,14743359375	5,92799997329712	8,88169956207275	0,00125681003555655	-0,000301416992442682
0,494760344736278	36,2024609375	5,94799995422363	8,88169956207275	0,00125681003555655	-0,000301416992442682
0,496405293233693	36,26287890625	5,96799993515015	8,88169956207275	0,00125681003555655	-0,000301416992442682
0,498050241731107	36,32025	5,98799991607666	8,94050025939941	0,00124520994722843	-0,000305619993014261
0,499678426422179	36,37914453125	6,00799989700317	8,94050025939941	0,00124520994722843	-0,000305619993014261
0,501205853652209	36,43702734375	6,02799987792969	8,94050025939941	0,00124520994722843	-0,000305619993014261
0,502666167449206	36,477015625	6,0479998588562	8,94050025939941	0,00124520994722843	-0,000305619993014261
0,504176830872893	36,523078125	6,06799983978271	8,99930000305176	0,00126102997455746	-0,000308237009448931
0,505721080116928	36,57428125	6,08799982070923	8,99930000305176	0,00126102997455746	-0,000308237009448931
0,507282093167305	36,62745703125	6,10799980163574	8,99930000305176	0,00126102997455746	-0,000308237009448931
0,508893514052033	36,68145703125	6,12799978256226	9,11690044403076	0,00128077995032072	-0,000317174009978771
0,510538462549448	36,74175390625	6,14799976348877	9,11690044403076	0,00128077995032072	-0,000317174009978771
0,512216938659549	36,80360546875	6,16800022125244	9,11690044403076	0,00128077995032072	-0,000317174009978771
0,513912236783654	36,86819140625	6,18800020217896	9,11690044403076	0,00128077995032072	-0,000317174009978771
0,515641178935766	36,926875	6,20800018310547	9,17580032348633	0,00128642003983259	-0,000319709011819214
0,517437176313251	36,99242578125	6,22800016403198	9,17580032348633	0,00128642003983259	-0,000319709011819214
0,519266701303422	37,05734375	6,2480001449585	9,17580032348633	0,00128642003983259	-0,000319709011819214
0,521012349054217	37,11929296875	6,26800012588501	9,23449993133545	0,0012958999723196	-0,000314661010634154
0,522707705385983	37,1754921875	6,28800010681152	9,23449993133545	0,0012958999723196	-0,000314661010634154
0,524369417689741	37,22264453125	6,30800008773804	9,23449993133545	0,0012958999723196	-0,000314661010634154
0,526047952007502	37,27296484375	6,32800006866455	9,23449993133545	0,0012958999723196	-0,000314661010634154
0,52776001393795	37,336015625	6,34800004959106	9,29339981079102	0,00131514994427562	-0,000320688006468117
0,529472134076059	37,38790625	6,36800003051758	9,29339981079102	0,00131514994427562	-0,000320688006468117
0,531184196006507	37,44535546875	6,38800001144409	9,29339981079102	0,00131514994427562	-0,000320688006468117
0,532879552338272	37,4986484375	6,40799999237061	9,35219955444336	0,00133098999504	-0,000325056986184791
0,534490856807679	37,55065625	6,42799997329712	9,35219955444336	0,00133098999504	-0,000325056986184791
0,536085513886064	37,5963359375	6,44799995422363	9,35219955444336	0,00133098999504	-0,000325056986184791
0,537696876563132	37,64247265625	6,46799993515015	9,35219955444336	0,00133098999504	-0,000325056986184791
0,539375410880893	37,69637109375	6,48799991607666	9,46990013122559	0,00133422005455941	-0,000321272003930062
0,541104236617684	37,75703125	6,50799989700317	9,46990013122559	0,00133422005455941	-0,000321272003930062
0,54279959294945	37,8117578125	6,52799987792969	9,46990013122559	0,00133422005455941	-0,000321272003930062
0,544494891073555	37,86389453125	6,5479998588562	9,52869987487793	0,00134322000667453	-0,000310253992211074
0,546173367183656	37,91217578125	6,56799983978271	9,52869987487793	0,00134322000667453	-0,000310253992211074
0,547784788068384	37,9676015625	6,58799982070923	9,52869987487793	0,00134322000667453	-0,000310253992211074
0,549396150745451	38,00799609375	6,60799980163574	9,52869987487793	0,00134322000667453	-0,000310253992211074
0,551091448869556	38,0570625	6,62799978256226	9,58740043640137	0,00135539995972067	-0,000317372992867604
0,552870682440698	38,11894140625	6,64799976348877	9,58740043640137	0,00135539995972067	-0,000317372992867604
0,55475061526522	38,17651953125	6,66800022125244	9,58740043640137	0,00135539995972067	-0,000317372992867604
0,556580256670713	38,2376328125	6,68800020217896	9,64630031585693	0,00136607000604272	-0,000323085987474769
0,558325904421508	38,2969921875	6,70800018310547	9,64630031585693	0,00136607000604272	-0,000323085987474769
0,560021144337952	38,3425078125	6,72800016403198	9,64630031585693	0,00136607000604272	-0,000323085987474769
0,561682914849371	38,389921875	6,7480001449585	9,64630031585693	0,00136607000604272	-0,000323085987474769
0,563344685360789	38,43738671875	6,76800012588501	9,70510005950928	0,00138061994221061	-0,000317780999466777
0,56502316147089	38,48225390625	6,78800010681152	9,70510005950928	0,00138061994221061	-0,000317780999466777
0,566735281608999	38,532625	6,80800008773804	9,70510005950928	0,00138061994221061	-0,000317780999466777
0,568464165553451	38,58382421875	6,82800006866455	9,76389980316162	0,00139234005473554	-0,000324326014379039
0,570142641663551	38,63337890625	6,84800004959106	9,76389980316162	0,00139234005473554	-0,000324326014379039
0,571770826354623	38,67326953125	6,86800003051758	9,76389980316162	0,00139234005473554	-0,000324326014379039
0,573432538658381	38,72432421875	6,88800001144409	9,76389980316162	0,00139234005473554	-0,000324326014379039
0,575094309169799	38,76599609375	6,90799999237061	9,88160037994385	0,00140396994538605	-0,000335975986672565
0,5767727852799	38,81389453125	6,92799997329712	9,88160037994385	0,00140396994538605	-0,000335975986672565
0,578468083404005	38,8650546875	6,94799995422363	9,88160037994385	0,00140396994538605	-0,000335975986672565
0,580180203542113	38,91102734375	6,96799993515015	9,94040012359619	0,00143583002500236	-0,000330207985825837
0,581892323680222	38,95958984375	6,98799991607666	9,94040012359619	0,00143583002500236	-0,000330207985825837
0,58355403598398	39,00265234375	7,00799989700317	9,94040012359619	0,00143583002500236	-0,000330207985825837
0,585232570301741	39,04447265625	7,02799987792969	9,94040012359619	0,00143583002500236	-0,000330207985825837
0,586944632232189	39,089640625	7,0479998588562	9,99909973144531	0,00141968997195363	-0,000329475995386019
0,588589580729604	39,12662890625	7,06799983978271	9,99909973144531	0,00141968997195363	-0,000329475995386019
0,590184179600328	39,12196875	7,08799982070923	9,99909973144531	0,00141968997195363	-0,000329475995386019
0,591694843024015	39,1239453125	7,10799980163574	10,057900428772	0,00141886004712433	-0,000321413011988625
0,593155156821013	39,12833203125	7,12799978256226	10,057900428772	0,00141886004712433	-0,000321413011988625
0,5946658202447	39,153640625	7,14799976348877	10,057900428772	0,00141886004712433	-0,000321413011988625
0,59619324747473	39,1872890625	7,16800022125244	10,057900428772	0,00141886004712433	-0,000321413011988625
0,597754318732768	39,22789453125	7,18800020217896	10,1169004440308	0,00143618998117745	-0,000327563000610098
0,599382445216179	39,26516015625	7,20800018310547	10,1169004440308	0,00143618998117745	-0,000327563000610098
0,601077801547945	39,30437890625	7,22800016403198	10,1169004440308	0,00143618998117745	-0,000327563000610098
0,602789863478392	39,358703125	7,2480001449585	10,2344999313354	0,00145196996163577	-0,000328560010530055
0,604501983616501	39,3956640625	7,26800012588501	10,2344999313354	0,00145196996163577	-0,000328560010530055
0,606230809353292	39,43418359375	7,28800010681152	10,2344999313354	0,00145196996163577	-0,000328560010530055
0,60799322091043	39,47473046875	7,30800008773804	10,2344999313354	0,00145196996163577	-0,000328560010530055
0,609772512689233	39,50208984375	7,32800006866455	10,2931995391846	0,0014919099630788	-0,000333381991367787
0,611518160440028	39,52533984375	7,34800004959106	10,2931995391846	0,0014919099630788	-0,000333381991367787
0,613263866398484	39,5587265625	7,36800003051758	10,2931995391846	0,0014919099630788	-0,000333381991367787
0,615009514149278	39,58303515625	7,38800001144409	10,3521003723145	0,0015020800055936	-0,000347041001077741
0,616704754065722	39,60396875	7,40799999237061	10,3521003723145	0,0015020800055936	-0,000347041001077741
0,618400110397488	39,6226015625	7,42799997329712	10,3521003723145	0,0015020800055936	-0,000347041001077741
0,62012899434194	39,6479296875	7,44799995422363	10,3521003723145	0,0015020800055936	-0,000347041001077741
0,621857820078731	39,66966015625	7,46799993515015	10,4109001159668	0,00151266995817423	-0,000358299992512912
0,623603526037186	39,70134765625	7,48799991607666	10,4109001159668	0,00151266995817423	-0,000358299992512912
0,625282002147287	39,72369140625	7,50799989700317	10,4109001159668	0,00151266995817423	-0,000358299992512912
0,626910128630698	39,7498984375	7,52799987792969	10,4697999954224	0,0015295899938792	-0,000352036004187539
0,628521549515426	39,76577734375	7,5479998588562	10,4697999954224	0,0015295899938792	-0,000352036004187539
0,630116148386151	39,79054296875	7,56799983978271	10,4697999954224	0,0015295899938792	-0,000352036004187539
0,631744333077222	39,816875	7,58799982070923	10,4697999954224	0,0015295899938792	-0,000352036004187539
0,633389223366976	39,8473203125	7,60799980163574	10,5874004364014	0,00154253002256155	-0,000345604988979176
0,635050993878394	39,8730625	7,62799978256226	10,5874004364014	0,00154253002256155	-0,000345604988979176
0,636712706182152	39,90475390625	7,64799976348877	10,5874004364014	0,00154253002256155	-0,000345604988979176
0,638256955426186	39,93209375	7,66800022125244	10,6463003158569	0,00152843003161252	-0,000356411008397117
0,639700447209179	39,9455703125	7,68800020217896	10,6463003158569	0,00152843003161252	-0,000356411008397117
0,641194405034184	39,97125	7,70800018310547	10,6463003158569	0,00152843003161252	-0,000356411008397117
0,642738654278219	39,99775390625	7,72800016403198	10,6463003158569	0,00152843003161252	-0,000356411008397117
0,644299609120935	40,02974609375	7,7480001449585	10,7051000595093	0,00154182000551373	-0,000358219986082986
0,645927793812007	40,05341796875	7,76800012588501	10,7051000595093	0,00154182000551373	-0,000358219986082986
0,647572742309421	40,0889140625	7,78800010681152	10,7051000595093	0,00154182000551373	-0,000358219986082986
0,649217749014497	40,11679296875	7,80800008773804	10,7637996673584	0,00155683001503348	-0,000362198014045134
0,650896166916937	40,1521640625	7,82800006866455	10,7637996673584	0,00155683001503348	-0,000362198014045134
0,652625109069049	40,18426171875	7,84800004959106	10,7637996673584	0,00155683001503348	-0,000362198014045134
0,654387520626187	40,2156640625	7,86800003051758	10,7637996673584	0,00155683001503348	-0,000362198014045134
0,656233925838023	40,2555234375	7,88800001144409	10,822699546814	0,00156155996955931	-0,000364473991794512
0,658013159409165	40,28748046875	7,90799999237061	10,822699546814	0,00156155996955931	-0,000364473991794512
0,659741985145956	40,31842578125	7,92799997329712	10,822699546814	0,00156155996955931	-0,000364473991794512
0,661420519463718	40,34010546875	7,94799995422363	10,940299987793	0,00156166998203844	-0,000361620011972263
0,66309905378148	40,3666875	7,96799993515015	10,940299987793	0,00156166998203844	-0,000361620011972263
0,664794410113245	40,392109375	7,98799991607666	10,940299987793	0,00156166998203844	-0,000361620011972263
0,666489650029689	40,42361328125	8,00800037384033	10,940299987793	0,00156166998203844	-0,000361620011972263
0,668185006361455	40,44908984375	8,02799987792969	10,9990997314453	0,00156553997658193	-0,000351224996848032
0,669880246277899	40,480203125	8,04800033569336	10,9990997314453	0,00156553997658193	-0,000351224996848032
0,671525252982974	40,51132421875	8,06799983978271	10,9990997314453	0,00156553997658193	-0,000351224996848032
0,673153379466385	40,5344296875	8,08800029754639	11,0579996109009	0,00157611002214253	-0,000356139993527904
0,674747978337109	40,5544140625	8,10799980163574	11,0579996109009	0,00157611002214253	-0,000356139993527904
0,676376163028181	40,5793515625	8,12800025939941	11,0579996109009	0,00157611002214253	-0,000356139993527904
0,678088224958628	40,61416796875	8,14799976348877	11,0579996109009	0,00157611002214253	-0,000356139993527904
0,67976675927639	40,63655078125	8,16800022125244	11,1168003082275	0,00159048999194056	-0,000358632009010762
0,681411707773805	40,67320703125	8,1879997253418	11,1168003082275	0,00159048999194056	-0,000358632009010762
